via,placa,numero_placa,latitud,longitud
CR 42 ESTE,7B-400 (0113),,6.20532013,-75.49614646
CR 42 ESTE,7B-400 (0118),,6.20570688,-75.49588261
CR 42 ESTE,7B-180 (0109),,6.20486895,-75.49592552
CL 8A,42 ESTE-342 LOTE,,6.2047703,-75.49438932
CL 8A,42 ESTE-387,,6.20470619,-75.49423329
CR 42 ESTE,7B-574 (0112) LOTE,,6.20745469,-75.4965881
CL 8A,42 ESTE-658 (0103),,6.20680429,-75.49412001
CL 7,42 ESTE-524,,6.20270963,-75.49293138
CL 7B,42 ESTE-78 (0118),,6.20353375,-75.49566182
CR 48A ESTE,7-187,,6.20393273,-75.48992899
CL 8A,42 ESTE-515,,6.20469183,-75.49317447
CR 42 ESTE,7B-180 (0108),,6.20475297,-75.4959947
CR 42 ESTE,7B-180 (0106),,6.20445677,-75.49729298
CR 42 ESTE,7B-180 (0107),,6.20412379,-75.49581676
CL 7,42 ESTE-740,,6.20288654,-75.49085074
CL 10,42 ESTE-341,,6.20758245,-75.49453215
CL 10,42 ESTE-395,,6.20762557,-75.49469156
CL 8A,42 ESTE-658 (0105),,6.20652843,-75.49379808
CL 7,42 ESTE-781,,6.20289834,-75.49061135
CL 8A,42 ESTE-597 LOTE,,6.20483974,-75.49232287
CR 48A ESTE,7-111 (0101) LOTE,,6.20348444,-75.48978082
CR 48A ESTE,7-111 (0102),,6.20344482,-75.48975893
CL 10,42 ESTE-177,,6.20799726,-75.49549937
CL 72,27AA-54,,6.26724191,-75.5407495
CR 18AA,59C-27 LOTE,,6.25321974,-75.53982732
CR 15A,51-68 (0104),,6.23586673,-75.54089715
CL 49,17C-13,,6.23684343,-75.54506326
CL 49,17C-01,,6.23679437,-75.54496358
CL 49,17C-15,,6.2368506,-75.54507784
CL 48,17C-44,,6.23675263,-75.54567953
CL 58C,98B-57 (0125),,6.27530957,-75.60900448
CL 125A,42EE-14 (0103),,6.30366231,-75.54611527
CL 125B,42EE-19,,6.30384872,-75.54612928
CL 125B,42EE-15,,6.30383733,-75.54610774
CL 125B,42EE-17,,6.30384382,-75.54612001
CL 125A,42EE-42,,6.30367615,-75.54636379
CL 125A,42EE-40,,6.30367054,-75.54635273
CL 125B,42EE-35,,6.30389956,-75.54622636
CL 125B,42EE-31,,6.30388091,-75.5461902
CL 125B,42EE-13,,6.30381631,-75.54606781
CL 125A,42EE-18,,6.30355845,-75.54619943
CL 125A,42EE-36,,6.30364675,-75.54632492
CL 125B,42EE-27,,6.30387532,-75.5461796
CL 125B,42EE-21,,6.30386328,-75.54615683
CL 125B,42EE-25,,6.30386959,-75.54616876
CL 125A,42EE-14 (0102),,6.30368387,-75.54610291
CR 71A,99-116,,6.29668783,-75.57283474
CR 71A,99-112,,6.29664449,-75.572849
CR 49,106-17 LOTE,,6.2967053,-75.55388029
CR 76AA,95A-64 (0119),,6.2936281,-75.58049766
CR 76AA,95A-64 (0124),,6.29360912,-75.5804724
CR 76AA,95A-64 (0123),,6.29353227,-75.58052843
CR 76AA,95A-64 (0220),,6.29348504,-75.58053497
CR 76AA,95A-64 (0120),,6.29347498,-75.58054023
CR 76AA,95A-64 (0118),,6.29343735,-75.58055954
CR 10,55-73 (0124),,6.23628813,-75.53584687
CL 71C,32-97 (0103),,6.26734347,-75.54520012
CL 103,42B-50 (0201),,6.29254017,-75.54919902
CL 29A,69B-65,,6.23093076,-75.59111563
CL 29,69B-42,,6.23056109,-75.5910693
CL 121,42BB-45 (0201),,6.30297138,-75.54465768
CL 121,42BB-35,,6.3028993,-75.54452014
CL 121,42BB-31,,6.30288991,-75.54450132
CL 121,42BB-71 (0103),,6.30289992,-75.54478306
CL 121,42BB-41,,6.30294268,-75.54460333
CL 121,42BB-53,,6.30299228,-75.54470215
CR 55,X CL 33  LT 0002,,6.23989328,-75.57595089
CL 41,X CR 57  LT 0003,,6.24237469,-75.57565344
CR 55,X CL 41  LT 0030,,6.24249975,-75.57559672
CL 42,X CR 60  LT 0035,,6.24409217,-75.57829103
CR 30,X CL 107D  LT 0183,,6.29735312,-75.54175081
CR 30,107A-103 (0125),,6.29715689,-75.54157583
CR 30,107D-03,,6.29738164,-75.54154573
CR 30,107A-103 (0120),,6.29709517,-75.54163942
CR 30,107A-103 (0117),,6.29708979,-75.54165012
CR 30,107A-123,,6.29732892,-75.54153584
CR 30,107A-119,,6.29730424,-75.54152751
CL 30,88B-159,,6.2313198,-75.61435097
CL 30,88B-45,,6.23099819,-75.61349832
CL 30,88B-171,,6.2313465,-75.61441249
CL 30,88B-165,,6.23133196,-75.61437894
CL 30,88B-179 (0108),,6.23104528,-75.61457622
CL 30,88B-183,,6.23107821,-75.61462418
CR 33A,107C-109 (0116) LOTE,,6.29717112,-75.54386329
CR 33A,107C-171 (0125),,6.29733112,-75.54409908
CR 33A,X CL 107C  LT 0097,,6.2974854,-75.54415824
CR 33A,107C-171 LOTE,,6.29730654,-75.54394245
CR 33A,107C-171 (0130),,6.29706097,-75.54422645
CR 33A,107C-206,,6.29754786,-75.54402564
CL 39BA,113A-21 (0104),,6.25065988,-75.62545951
CL 39BA,113A-51,,6.25075145,-75.62572262
CL 39B,113-86 (0104),,6.25061535,-75.62569245
CL 39BA,113A-35,,6.25075442,-75.62559193
CL 39BA,113A-63,,6.25069245,-75.62580442
CR 18,52-60 (0101),,6.23768056,-75.54319219
CR 18,52-42 LOTE,,6.23755965,-75.54320547
CR 29,X CL 59  LT 0001,,6.25043234,-75.54922685
CR 29,59-28 (0103),,6.25061551,-75.54907379
CR 169,110-254,,6.32688689,-75.67630174
CR 169,110-482,,6.32725886,-75.67699423
CR 115,105-83 LOTE,,6.33103058,-75.64935208
CL 112,152-864,,6.32671433,-75.66862343
CR 115,118-542 LOTE,,6.33355084,-75.65360081
CR 131,107-820 (0130),,6.32437894,-75.65790764
CR 131,107-820 (0150) LOTE,,6.32799695,-75.6612862
CL 112,151AB-35,,6.32502226,-75.66058513
CR 180,112-293,,6.33384294,-75.67814926
CR 180,112-331 LOTE,,6.3342064,-75.67833757
CR 180,111-991 LOTE,,6.32942612,-75.67998983
CL 112,152-780,,6.32693065,-75.66801874
CR 80,X CL 28  LT 0015,,6.22957291,-75.60057379
CL 27A,X CR 78A  LT 0002,,6.22875556,-75.59885433
CR 81,X CL 27A  LT 0066,,6.22912621,-75.60192382
CL 27A,X CR 80  LT 0027,,6.22881814,-75.60060371
CL 28,79-110,,6.22959124,-75.60010892
CL 28A,79A-79,,6.22997334,-75.60051949
CR 111C,13-121 LOTE,,6.22047597,-75.63502569
CR 111C,13-137 LOTE,,6.22054924,-75.6349818
CR 111C,13-113 LOTE,,6.22041125,-75.63502968
CR 42A,76-37 (0106),,6.26916567,-75.55219156
CR 42A,76-37 (0102),,6.26916011,-75.55217915
CR 42A,76-37 (0107),,6.26916917,-75.55225136
CR 42A,76-37 (0207),,6.26916963,-75.55223951
CR 42A,76-37 (0109),,6.26916151,-75.55228756
CL 121,X CR 30  LT 0055,,6.30292714,-75.54254003
CL 121,X CR 30  LT 0052,,6.30283657,-75.54255206
CL 121,30-14 (0134) LOTE,,6.30260308,-75.5425462
CL 121,30-14 (0136),,6.3026625,-75.5425694
CL 121,30-14 (0135),,6.30263975,-75.54255719
CL 121,30-14 (0137),,6.302717,-75.54239553
CL 121,30-14 (0133),,6.30260771,-75.54246619
CL 121,X CR 30  LT 0060,,6.30273256,-75.54258716
CL 121,30-14 (0147),,6.30296884,-75.54260996
CL 121,30-14 (0139) LOTE,,6.30278071,-75.54240674
CL 121,X CR 30  LT 0058,,6.3028552,-75.54257351
CL 121,X CR 30  LT 0059,,6.30279775,-75.54267312
CL 121,30-14 (0132),,6.30265754,-75.54234162
CL 121,X CR 30  LT 0057,,6.30291328,-75.54262275
CL 121,X CR 30  LT 0053,,6.30288763,-75.54254126
CL 121,X CR 30  LT 0061,,6.3026763,-75.54261904
CL 75A,34-56 (0108),,6.26773654,-75.54655182
CL 75A,34-56 (0107),,6.26770382,-75.54658023
CR 34,75B-60 LOTE,,6.26785448,-75.5464378
CR 119,57-379 LOTE,,6.27477482,-75.62648173
CR 119B,57-96 (0115),,6.27428345,-75.62667334
CR 119B,57-96 (0116),,6.27426802,-75.62662781
CR 119AA,57-58 LOTE,,6.27405917,-75.62665911
CR 119B,57-96 (0125),,6.27456273,-75.62629503
CR 119B,57-96 (0147),,6.27433614,-75.62667237
CR 119B,57-96 (0152),,6.27434311,-75.62671077
CR 119B,57-96 (0156),,6.27434961,-75.62674694
CR 119B,57-96 (0154),,6.27434617,-75.62672778
CR 119B,57-96 (0148),,6.27433275,-75.62665356
CR 119B,57-96 (0135),,6.27428122,-75.62652111
CR 119B,57-96 (0149),,6.27433892,-75.62668786
CR 119B,57-96 (0143),,6.27430718,-75.62658278
CR 119B,57-96 (0145),,6.27431608,-75.62660956
CR 119B,57-96 (0136),,6.27428877,-75.62654483
CR 119B,57-96 (0138),,6.27436174,-75.62653594
CR 119B,57-96 (0140),,6.27437319,-75.62653193
CR 121,57-128 LOTE,,6.27472612,-75.6267179
CR 121,57-114 LOTE,,6.27468169,-75.62681615
CR 119B,57-110 LOTE,,6.27458586,-75.62685536
CR 119,57-297,,6.27435332,-75.62604117
CR 119,X CL 57  LT 0030,,6.27479392,-75.62654467
CR 85,47DD-29,,6.25958888,-75.60267944
CR 85A,47DD-10,,6.25930075,-75.60286688
CR 85A,47DD-08,,6.25926807,-75.60285233
CR 31A,82-121 (0104) LOTE,,6.27392931,-75.5436953
CR 31A,82-121 LOTE,,6.27416267,-75.5437489
CR 31A,82-123 LOTE,,6.27407602,-75.54371693
CR 115,39DC-11,,6.25419144,-75.62593056
CR 115,39DC-13,,6.25420208,-75.62590293
CL 40,116-179,,6.25615155,-75.62750807
CL 40,116-177,,6.25614813,-75.62748532
CL 39D,115-144,,6.25322494,-75.62692798
CL 39D,115-148 (0103),,6.25324483,-75.62699679
CL 39BF,113B-79 (0105),,6.25201196,-75.62585381
CL 39BF,113B-59,,6.25195377,-75.62573091
CL 39BF,113B-67,,6.2520082,-75.62571401
CL 39BF,113B-65,,6.25198629,-75.62573339
CL 39BF,113B-69,,6.25203261,-75.62571674
CR 118,39D-07,,6.25276398,-75.62851619
CL 39BG,113C-36,,6.25278545,-75.62579282
CL 39D,114-97,,6.2532717,-75.62628764
CL 39D,114-95,,6.25327213,-75.6262595
CR 116,39F-60,,6.25591929,-75.62652432
CL 39D,114-01,,6.25358003,-75.6255289
CL 39C,114-31 (0113),,6.25320274,-75.62583642
CR 118,39D-84,,6.25332359,-75.62822238
CL 39BG,113C-20,,6.2527692,-75.62570577
CL 39BG,113C-22 (0102),,6.25279473,-75.62569521
CR 117B,39AD-75,,6.25188744,-75.62788353
CR 117B,39AD-71,,6.25190336,-75.62787988
CR 117B,39AD-69,,6.25186407,-75.62788889
CR 117B,39AD-65,,6.25184618,-75.62789299
CL 47A SUR,54E-77,,6.1789636,-75.63770386
CL 47A SUR,54E-75,,6.17896036,-75.637682
CL 47A SUR,54E-73,,6.17895721,-75.63766074
CR 55,47A SUR-20,,6.17873005,-75.6379234
CR 13,55-160 (0176),,6.23757994,-75.53689122
CR 13,55-160 (0178),,6.23753193,-75.53695543
CR 13,55-160 (0175),,6.2376439,-75.53689761
CR 30A,111-30 LOTE,,6.30007725,-75.54295373
CR 84,41A SUR-98,,6.18461154,-75.66045685
CR 84,41A SUR-104,,6.18459079,-75.66048558
CR 84,42A SUR-14,,6.18447841,-75.66067007
CR 84,42A SUR-22 (0105),,6.18441987,-75.66069211
CR 84,42A SUR-22 (0103),,6.18443881,-75.6607025
CR 84,41A SUR-92 (0181),,6.18454436,-75.66036145
CR 84,41A SUR-92 (0180),,6.18449243,-75.66037863
CR 84,42A SUR-26,,6.18442368,-75.66074599
CR 84,42A SUR-22 (0120),,6.18438021,-75.66067662
CR 84,41A SUR-108,,6.18453393,-75.66055025
CR 83A,43 SUR-23 (0122) LOTE,,6.18412231,-75.6601142
CR 27,68A-38 (0139),,6.26188956,-75.54120879
CR 27,68A-38 (0141),,6.26190966,-75.54129455
CR 27,68A-38 (0135),,6.26197497,-75.54136344
CR 27,68A-38 (0124),,6.26185675,-75.54139324
CR 27,68A-38 (0113),,6.26187554,-75.5414153
CR 27,68A-38 (0112),,6.26184201,-75.54139378
CL 68,X CR 25  LT 0003,,6.26171659,-75.54121482
CR 27,68A-38 (0122),,6.26181685,-75.54137129
CL 7,34A ESTE-82 (0105),,6.20168181,-75.50332223
CL 7,34A ESTE-82 (0107),,6.20196361,-75.50331604
CL 7,34A ESTE-82 (0106),,6.20191139,-75.50342736
CL 7,34A ESTE-82 (0103),,6.20136448,-75.5031171
CL 7A,X CR 32 ESTE  LT 0132,,6.20220189,-75.50326759
CR 32 ESTE,2B-850 (0109),,6.2015776,-75.50561542
CR 32 ESTE,2B-850 (0107),,6.20184166,-75.50553509
CR 32 ESTE,2B-850 (0110),,6.20119166,-75.50584757
CR 32 ESTE,2B-850 (0108),,6.20169098,-75.50557526
CR 32 ESTE,2B-850 (0120),,6.20134942,-75.50576603
CL 7,34A ESTE-82 (0109),,6.20141051,-75.50292547
CL 7A,X CR 32 ESTE  LT 0001,,6.20240904,-75.50330054
CL 7,34A ESTE-318 (0112),,6.20200502,-75.50289382
CR 32 ESTE,2B-970 LOTE,,6.20307807,-75.50547837
CL 7A,X CR 32 ESTE  LT 0133,,6.20211688,-75.50353577
CL 7A,X CR 32 ESTE  LT 0131,,6.20230699,-75.50309472
CL 7,34A ESTE-318 (0109),,6.20152823,-75.50277311
CL 7,34A ESTE-318 (0110),,6.20173714,-75.50270788
CR 32 ESTE,2B-850 (0115),,6.20043384,-75.50495939
CR 32 ESTE,2B-850 (0117),,6.20104542,-75.50557453
CL 7,34A ESTE-82 (0101),,6.20118491,-75.50297803
CL 7,34A ESTE-318 (0102),,6.20139858,-75.5023401
CL 7A,32 ESTE-291 (0107),,6.20250196,-75.50321429
CL 6 SUR,79-318,,6.20557047,-75.60238357
CL 6 SUR,79-300,,6.20548254,-75.60223598
CL 6 SUR,X CR 79  LT 0099,,6.20552849,-75.60232233
CR 42B,107C-53 (0114),,6.29623285,-75.54757806
CR 55A,89-53 (0108),,6.28240422,-75.56677099
CL 89A,55A-21 (0103),,6.28276153,-75.56666768
CR 55A,89-53 (0110),,6.28238984,-75.5667189
CL 118B,42E-63 (0106),,6.30220595,-75.54678464
CL 118B,42E-95,,6.30224245,-75.5469753
CL 118B,42E-85,,6.30228753,-75.54689157
CL 121,30-14 (0102),,6.30204768,-75.5427693
CL 32D,66C-10,,6.23751615,-75.58816371
CL 32D,66C-12,,6.23751558,-75.58817833
CL 32D,66C-14,,6.23751456,-75.58820442
CL 32D,66C-24,,6.23751106,-75.58829415
CL 32D,66C-20,,6.23751267,-75.58825296
CL 32D,66C-22,,6.23751184,-75.58827413
CL 68AE,24D-75 (0131),,6.26213,-75.53993802
CL 37B,84B-60,,6.24655943,-75.6079905
CR 55,89-02 LOTE,,6.28185317,-75.56640571
CR 55,89-22 LOTE,,6.28199925,-75.56630678
CR 55,89-26 (0112),,6.2819434,-75.56604584
CR 55,89-26 (0104),,6.28198657,-75.56619252
CR 55,89-26 (0106),,6.28199876,-75.56622997
CL 89,54-38 (0105),,6.28170562,-75.56566858
CR 55,89-26 (0116),,6.28189396,-75.56592529
CR 55,89-26 (0110),,6.28195355,-75.56608996
CL 89,54-38 (0103),,6.28168434,-75.56566653
CR 55,89-26 (0120),,6.28187086,-75.56587012
CR 55,89-26 (0234),,6.28183051,-75.5656662
CR 55,89-26 (0136),,6.28185871,-75.56567241
CR 55,89-26 (0114),,6.28192267,-75.5659953
CR 55,89-26 (0108),,6.28196731,-75.56613338
CL 77,25-102,,6.26986938,-75.54131244
CL 77,25-96,,6.26973229,-75.54128258
CR 30,71A-26 (0102),,6.26634463,-75.54284308
CL 71A,29-44 (0130),,6.26623022,-75.54274546
CR 48AA,X CL 106  LT 0088,,6.29585948,-75.55340768
CR 48B,106-14 (0106),,6.2962625,-75.55325981
CR 48B,106-14 (0103),,6.29626616,-75.55326487
CR 48B,106-16 (0110),,6.29625792,-75.55323443
CL 106,43-20 (0182) LOTE,,6.29487815,-75.55008856
CL 106,43-20 (0181),,6.29484818,-75.54999351
CL 106,43-20 (0281),,6.2948232,-75.55000351
CL 48DD,99D-11,,6.26510014,-75.61462222
CL 48DD,99D-27,,6.26517585,-75.61470405
CR 25,68AE-50 (0158),,6.26273755,-75.53968642
CR 25,68AE-50 (0157),,6.26267406,-75.53966066
CR 24B,99B-06,,6.28805038,-75.53847407
CL 99B,23-02 (0301),,6.28800722,-75.538309
CR 23,99B-15 (0102),,6.2881423,-75.53828895
CR 23,99B-29,,6.28818282,-75.53830763
CR 23,99B-15 (0106),,6.28811168,-75.53838013
CL 46,43-173,,6.24445489,-75.56588505
CR 81A,44A SUR-24 (0147),,6.182536,-75.65766989
CL 98C,85-31 LOTE,,6.30043628,-75.58446482
CR 85A,98B-26,,6.30023213,-75.58458271
CR 85A,98B-36,,6.30027831,-75.58456059
CR 85A,98B-44,,6.30032271,-75.58453934
CR 42A,X CL 77  LT 0035,,6.26924519,-75.55189311
CR 37,66C-09,,6.25814544,-75.54973392
CR 37,66C-05,,6.25811733,-75.54975444
CR 39,65AA-37,,6.25691112,-75.55171081
CR 39,65AA-39,,6.25691976,-75.55170455
CR 28C,38D-19,,6.23232728,-75.55761816
CR 28D,38D-58,,6.23250597,-75.55781411
CR 28D,X CL 38D  LT 0007 MJ 002,,6.23253836,-75.55782667
CR 28C,38D-31,,6.23242607,-75.55761117
CR 28C,38D-41,,6.23250623,-75.55761612
CR 28D,38D-54,,6.23248229,-75.55782605
CR 28D,38D-08,,6.23220082,-75.55776397
CR 28C,38D-05,,6.23223567,-75.55762643
CL 38D,28C-02,,6.23220898,-75.55764812
CR 28C,38D-27,,6.23237812,-75.55761094
CR 92,35A-70,,6.2479486,-75.61465923
CR 92,35A-66,,6.24792101,-75.61469014
CR 80,X CL 52  LT 0045,,6.26545913,-75.5960972
CR 65,32D-50,,6.2384863,-75.58287223
CR 65,32D-62,,6.23863192,-75.5828958
CR 65,32D-64,,6.23865279,-75.58288629
CR 65,32D-72,,6.23874578,-75.58289817
CR 91B,78B-49 (0106),,6.28885123,-75.59172079
CR 91B,78B-49 (0104),,6.28873783,-75.59173507
CR 91B,78B-49 (0103),,6.28877828,-75.59178871
CR 91B,78B-49 (0101),,6.28871898,-75.59174305
CR 90A,X CL 43  LT 0043,,6.25243194,-75.60833353
CR 14,55-200 (0101),,6.23838815,-75.53797214
CR 129,64-06 (0147),,6.28002545,-75.63432994
CR 129,64-06 (0160),,6.27979908,-75.63448539
CR 129,64-06 (0157),,6.2797896,-75.63450297
CR 129,64-06 (0155),,6.27982161,-75.63445424
CR 129,64-06 (0152),,6.27994625,-75.63436045
CR 129,64-06 (0151),,6.27996523,-75.63435523
CR 129,64-06 (0144),,6.28009765,-75.63432386
CR 129,64-06 (0153),,6.27986636,-75.63439781
CR 38,110AA-19,,6.29874937,-75.54568741
CR 38,110AA-09,,6.29865181,-75.54568347
CL 49A,99CC-48 (0195),,6.26529862,-75.61244277
CL 1B SUR,81B-55 (0104),,6.2091294,-75.60484668
CL 1B SUR,81B-33 (0150),,6.20936418,-75.60488983
CL 1B SUR,81B-33 (0148),,6.20932898,-75.6048196
CL 1B SUR,81B-33 (0124),,6.20932047,-75.60481439
CL 1B SUR,81B-33 (0126),,6.2092589,-75.60477948
CL 1B SUR,81B-33 (0130),,6.20928978,-75.60481027
CL 80A,86-101,,6.28679269,-75.58658382
CR 51B,105AA-30,,6.29736392,-75.55687413
CR 51B,105AA-36,,6.29726417,-75.55670723
CR 51B,105AA-24,,6.29732252,-75.55690909
CR 51B,105AA-26,,6.29733905,-75.55689561
CL 39DA,119C-210 (0120),,6.25343532,-75.63142925
CL 39DA,119C-210 (0130) LOTE,,6.25319205,-75.63146078
CL 39DA,119C-210 (0136),,6.25330907,-75.63158383
CL 39DA,119C-210 (0132),,6.2532394,-75.63151279
CL 39DA,119C-210 (0230),,6.25327955,-75.6315532
CL 39DA,119C-162 (0346),,6.25348071,-75.63123136
CL 39DA,X CR 119C  LT 0212,,6.25318177,-75.63136408
CL 46,X CR 15  LT 0030,,6.2325391,-75.54401361
CL 46,X CR 16A  LT 0068,,6.23355415,-75.54500738
CL 46,15-06 LOTE,,6.2329985,-75.54423791
CL 46,X CR 15D  LT 0050,,6.23320966,-75.54446713
CL 46D,X CR 15A  LT 0032,,6.23290702,-75.54400463
CR 15A,46D-08,,6.23280998,-75.54385797
CL 46,X CR 16A  LT 0017,,6.23351112,-75.54495407
CL 46,X CR 15  LT 0029,,6.23324956,-75.54450208
CL 46,X CR 16A  LT 0051,,6.23348358,-75.54471969
CL 16A,45C-46 LOTE,,6.23305443,-75.54528862
CR 15A,46D-12,,6.23284355,-75.54382481
CL 46D,X CR 15  LT 0034,,6.23306267,-75.54382189
CR 15A,46D-18,,6.23288212,-75.54378671
CR 15A,X CL 46D  LT 0033,,6.23292233,-75.54382636
CR 101,31E-30,,6.23665762,-75.62029924
CR 101,31E-32,,6.23667439,-75.62029679
CR 101,31E-20,,6.23657429,-75.6203595
CR 101,31E-22,,6.23660275,-75.62035792
CR 101,31E-24,,6.23661912,-75.62035364
CL 31E,101-29 (0103),,6.23649594,-75.62034332
CR 101,31E-12,,6.23651213,-75.62036923
CR 101,31E-14,,6.23654229,-75.62036612
CR 101,31E-02,,6.23646273,-75.62037824
CR 101,31E-06,,6.23648704,-75.62037341
CR 100C,31E-11,,6.23650975,-75.62018607
CR 21,45-26 (0211),,6.23501902,-75.54856265
CR 21,45-26 (0111),,6.23504116,-75.54852726
CR 21,45-26 (0311),,6.23500947,-75.54857813
CR 21,45-26 (0117),,6.2350086,-75.54840488
CL 45C,20C-33,,6.23527277,-75.54823847
CR 53 ESTE,51A-489,,6.23876113,-75.48111923
CR 53 ESTE,51A-501,,6.23874049,-75.48168298
CR 53 ESTE,51A-473 (0130),,6.23846017,-75.47974244
CR 53 ESTE,51A-473 (0120),,6.23804932,-75.47989049
CR 53 ESTE,51A-495,,6.23794785,-75.48139851
CR 53 ESTE,51A-491,,6.2382494,-75.48114333
CR 53 ESTE,51A-473 (0110),,6.23819311,-75.47972334
CR 53 ESTE,51A-473 (0681),,6.23842226,-75.47982457
CR 53 ESTE,51A-473 (0105),,6.23831315,-75.47972038
CL 51A,48 ESTE-266 (0130),,6.2358053,-75.48047702
CL 51A,48 ESTE-266 (0140),,6.23644166,-75.48042822
CR 53 ESTE,51A-385 (0125),,6.23694254,-75.47954826
CL 51A,48 ESTE-266 (0138),,6.23660154,-75.48042324
CL 51A,48 ESTE-266 (0141),,6.23667417,-75.48029621
CR 53 ESTE,51A-385 (0120),,6.23710158,-75.47932587
CR 53 ESTE,51A-385 (0115),,6.2372066,-75.4791753
CL 31B,102A-52 (0103),,6.23615172,-75.62178002
CL 31B,102A-52 (0102),,6.23611144,-75.62177636
CL 31B,102A-52 (0105),,6.23621074,-75.62178046
CL 126,42EE-136 (0107),,6.30466193,-75.54625785
CR 43A,125B-54 (0110),,6.30459325,-75.54629128
CL 126,42EE-116,,6.30432127,-75.5463149
CL 126,42EE-120,,6.30430881,-75.5463599
CL 126,42EE-118,,6.30431565,-75.54634366
CL 126,42EE-136 (0106),,6.30457178,-75.54635605
CL 126,42EE-114,,6.30434122,-75.54626844
CR 63,109A-26 (0104),,6.30290286,-75.55802188
CR 74A,26-70,,6.22828185,-75.59489935
TV 32BB,74D-81,,6.236721,-75.59502223
CR 73A,30B-155,,6.23413342,-75.59435089
CR 73A,30B-121,,6.23388893,-75.59434416
CR 73A,30B-117,,6.23386757,-75.59434358
CR 73A,30B-123,,6.2339119,-75.5943448
CR 74,30B-136,,6.23405402,-75.59480057
CR 74,30B-130,,6.23402897,-75.59479988
CR 73A,30B-131,,6.23398567,-75.59434683
CR 73A,30B-127,,6.23396059,-75.59434614
CR 74,30B-148,,6.23412417,-75.59480248
CR 74,30B-116,,6.23394987,-75.59479771
CR 74,30B-118,,6.2339756,-75.59479842
CR 73A,30B-139,,6.23405405,-75.59434871
CR 73A,30B-115,,6.23380895,-75.59434196
CR 77B,1A-87,,6.21166139,-75.60053999
CR 77B,1A-91,,6.211706,-75.60052131
CR 77B,1A-89,,6.21168392,-75.60053055
CR 38,X CL 59A  LT 0027,,6.25143431,-75.55518647
CL 60,37-03 (0157),,6.2513439,-75.55501798
CL 59A,37-03 (0160),,6.25136123,-75.55500697
CL 60,37-03 (0170),,6.25146275,-75.55492234
CL 60,37-03 (0175),,6.25150729,-75.55488333
CR 38,59A-70,,6.25169261,-75.55523706
CR 38,59A-74,,6.25173163,-75.55520995
CR 38,59A-40,,6.25144746,-75.5554127
CR 38,59A-82,,6.2517918,-75.55516727
CR 38,59A-60,,6.25159887,-75.55529914
CR 38,59A-62,,6.25162418,-75.55528092
CR 38,59A-66,,6.25164549,-75.55526557
CR 38,59A-48,,6.25153435,-75.55534441
CR 38,59A-50,,6.25155838,-75.55532718
CL 38,X CR 97  LT 0012,,6.2528103,-75.61651707
CR 98,37EE-26,,6.25267274,-75.61674414
CR 97,37EE-25,,6.25267277,-75.61649666
CR 82A,54A-96,,6.27096214,-75.59798936
CR 82A,54A-98,,6.27098065,-75.59799015
CR 82A,54A-82,,6.27082644,-75.59798408
CR 82A,54A-134,,6.27129309,-75.59797009
CR 82A,54A-130,,6.27126806,-75.59797142
CR 82A,54A-186,,6.27161095,-75.59794458
CR 82A,54A-184,,6.27158914,-75.5979437
CR 82A,54A-118,,6.27118593,-75.59797854
CR 82A,54A-114,,6.27116294,-75.5979789
CR 82A,54A-116,,6.27117595,-75.5979787
CL 56C,81-166 (0103),,6.27151308,-75.59771699
CR 82A,54A-122,,6.27122546,-75.59797794
CR 82A,54A-120,,6.2712052,-75.59797825
CR 82A,54A-74,,6.27077802,-75.59798985
CL 56C,X CR 81A  LT 0049,,6.27173964,-75.59699248
CR 82A,54A-112,,6.27111162,-75.59797861
CL 33,74E-31,,6.23893312,-75.59376459
CL 33,74E-69,,6.23891885,-75.59411722
CL 32F,74E-26,,6.23857467,-75.59372087
CL 32F,74E-34,,6.23857311,-75.59376036
CL 33,74E-115,,6.23890297,-75.59450975
CL 33,74E-103,,6.23890732,-75.59440214
CL 32F,74E-50,,6.23856594,-75.59394152
CL 33,74E-137,,6.2388949,-75.59472385
CL 33,74E-127,,6.23889886,-75.59461122
CL 33,74E-91,,6.23891129,-75.59430416
CL 32F,74E-40,,6.23856839,-75.59387956
CL 32F,74E-38,,6.23857048,-75.59382678
CL 33,74E-41,,6.23892904,-75.59386528
CL 33,74E-51,,6.23892468,-75.59397322
CL 81,45-35 (0104),,6.273361,-75.5544378
CL 81,45-35 (0109),,6.27341479,-75.55441155
CL 81,45-35 (0107),,6.27337537,-75.55445108
CL 81,45-35 (0105),,6.27336882,-75.55448136
CL 81,45-35 (0101),,6.27351148,-75.55438087
CR 33,112-32 LOTE,,6.30033409,-75.54395284
CL 112,32-26 (0113),,6.30034021,-75.54375753
CL 112,32-26 (0117),,6.30035299,-75.54375962
CR 32A,110-74 (0123),,6.29824539,-75.54302555
CR 32A,110-74 (0118),,6.29834928,-75.54312415
CR 32A,110-74 (0122),,6.29828199,-75.54305078
CR 32A,110-74 (0119),,6.29831586,-75.54307385
CL 102,84C-09 (0110),,6.30469683,-75.58395038
CL 95,23-10 (0112),,6.28597275,-75.53855834
CR 48,118-21 LOTE,,6.30335566,-75.54963424
CR 48,118-17 LOTE,,6.30333451,-75.54963863
CR 76AA,96A-64 (0221),,6.29353755,-75.58058516
CR 76AA,96A-64 (0321),,6.29354362,-75.58060473
CR 76AA,96A-64 (0122),,6.29353387,-75.58057328
